event_id,event_slug,event_name,event_short_name,event_tier,event_region,event_status,event_date_range,event_end_date,match_id,match_time_iso,match_day_id,match_status,best_of,stage,score_a,score_b,team_a_id,team_a,team_a_short,team_b_id,team_b,team_b_short,has_stats,has_vod,maps,n_maps
85,vct-2026-pacific-stage-2,VCT 2026: Pacific Stage 2,VCT 26: PAC S2,vct,Pacific,ongoing,"Jul 16 - Sep 6, 2026",2026-09-06,278,2026-07-17T10:00:00+00:00,2026-07-17,completed,Bo3,Group Stage,2.0,1.0,91,KIWOOM DRX,KRX,92,DetonatioN FocusMe,DFM,True,True,"[{'map_id': '278-m1', 'map': 'Split', 'status': 'completed', 'winner': 'B', 'score_a': 11, 'score_b': 13, 'n_rounds': 24, 'has_replay': True}, {'map_id': '278-m2', 'map': 'Sunset', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 6, 'n_rounds': 19, 'has_replay': True}, {'map_id': '278-m3', 'map': 'Summit', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 7, 'n_rounds': 20, 'has_replay': True}]",3
104,vct-2026-china-stage-2,VCT 2026: China Stage 2,VCT 26: CN S2,vct,China,ongoing,"Jul 9 - Aug 31, 2026",2026-08-31,373,2026-07-17T10:00:00+00:00,2026-07-17,completed,Bo3,Group Stage,2.0,1.0,113,TYLOO,TYL,108,FunPlus Phoenix,FPX,True,False,"[{'map_id': '373-m1', 'map': 'Ascent', 'status': 'completed', 'winner': 'B', 'score_a': 7, 'score_b': 13, 'n_rounds': 0, 'has_replay': False}, {'map_id': '373-m2', 'map': 'Lotus', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 11, 'n_rounds': 0, 'has_replay': False}, {'map_id': '373-m3', 'map': 'Split', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 10, 'n_rounds': 0, 'has_replay': False}]",3
85,vct-2026-pacific-stage-2,VCT 2026: Pacific Stage 2,VCT 26: PAC S2,vct,Pacific,ongoing,"Jul 16 - Sep 6, 2026",2026-09-06,277,2026-07-17T08:00:00+00:00,2026-07-17,completed,Bo3,Group Stage,2.0,1.0,93,FULL SENSE,FS,1,Nongshim RedForce,NS,True,True,"[{'map_id': '277-m1', 'map': 'Haven', 'status': 'completed', 'winner': 'B', 'score_a': 3, 'score_b': 13, 'n_rounds': 16, 'has_replay': True}, {'map_id': '277-m2', 'map': 'Split', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 11, 'n_rounds': 24, 'has_replay': True}, {'map_id': '277-m3', 'map': 'Ascent', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 8, 'n_rounds': 21, 'has_replay': True}]",3
104,vct-2026-china-stage-2,VCT 2026: China Stage 2,VCT 26: CN S2,vct,China,ongoing,"Jul 9 - Aug 31, 2026",2026-08-31,371,2026-07-17T07:00:00+00:00,2026-07-17,completed,Bo3,Group Stage,2.0,1.0,114,Nova Esports,NOVA,115,JD Gaming,JDG,True,False,"[{'map_id': '371-m1', 'map': 'Split', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 4, 'n_rounds': 17, 'has_replay': True}, {'map_id': '371-m2', 'map': 'Lotus', 'status': 'completed', 'winner': 'B', 'score_a': 8, 'score_b': 13, 'n_rounds': 21, 'has_replay': True}, {'map_id': '371-m3', 'map': 'Breeze', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 9, 'n_rounds': 22, 'has_replay': True}]",3
43,vct-2026-americas-stage-2,VCT 2026: Americas Stage 2,VCT 26: AMER S2,vct,Americas,ongoing,"Jul 17 - Sep 7, 2026",2026-09-07,457,2026-07-17T00:00:00+00:00,2026-07-17,completed,Bo3,Group Stage,2.0,1.0,79,Sentinels,SEN,84,Cloud9,C9,True,True,"[{'map_id': '457-m1', 'map': 'Summit', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 4, 'n_rounds': 17, 'has_replay': True}, {'map_id': '457-m2', 'map': 'Haven', 'status': 'completed', 'winner': 'B', 'score_a': 11, 'score_b': 13, 'n_rounds': 24, 'has_replay': True}, {'map_id': '457-m3', 'map': 'Lotus', 'status': 'completed', 'winner': 'A', 'score_a': 16, 'score_b': 14, 'n_rounds': 30, 'has_replay': True}]",3
43,vct-2026-americas-stage-2,VCT 2026: Americas Stage 2,VCT 26: AMER S2,vct,Americas,ongoing,"Jul 17 - Sep 7, 2026",2026-09-07,235,2026-07-16T21:00:00+00:00,2026-07-16,completed,Bo3,Group Stage,2.0,1.0,85,LEVIATÃN,LEV,86,FURIA,FUR,True,True,"[{'map_id': '235-m1', 'map': 'Haven', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 8, 'n_rounds': 21, 'has_replay': True}, {'map_id': '235-m2', 'map': 'Sunset', 'status': 'completed', 'winner': 'B', 'score_a': 1, 'score_b': 13, 'n_rounds': 14, 'has_replay': True}, {'map_id': '235-m3', 'map': 'Split', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 8, 'n_rounds': 21, 'has_replay': True}]",3
7,challengers-2026-brazil-gamers-club-stage-2,Challengers 2026: Brazil Gamers Club Stage 2,VCL BR 26: S2,vcl,Americas,completed,"May 6 - Jul 13, 2026",2026-07-13,500,2026-07-16T20:00:00+00:00,2026-07-16,completed,Bo5,Relegation,3.0,0.0,24,TRIBE,TRI,25,PEEK,PEEK,True,False,"[{'map_id': 'map-1b6807d7', 'map': 'Haven', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 8, 'n_rounds': 21, 'has_replay': True}, {'map_id': 'map-a9e5d14f', 'map': 'Breeze', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 6, 'n_rounds': 19, 'has_replay': True}, {'map_id': 'map-bb5d5e44', 'map': 'Lotus', 'status': 'completed', 'winner': 'A', 'score_a': 14, 'score_b': 12, 'n_rounds': 26, 'has_replay': True}, {'map_id': '500-tbd-pad-4', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': None}, {'map_id': '500-tbd-pad-5', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': None}]",5
76,vct-2026-emea-stage-2,VCT 2026: EMEA Stage 2,VCT 26: EMEA S2,vct,EMEA,ongoing,"Jul 15 - Aug 31, 2026",2026-08-31,346,2026-07-16T18:00:00+00:00,2026-07-16,completed,Bo3,Group Stage,1.0,2.0,103,PCIFIC Esports,PCF,7,Gentle Mates,M8,True,True,"[{'map_id': '346-m1', 'map': 'Split', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 5, 'n_rounds': 18, 'has_replay': True}, {'map_id': '346-m2', 'map': 'Sunset', 'status': 'completed', 'winner': 'B', 'score_a': 5, 'score_b': 13, 'n_rounds': 18, 'has_replay': True}, {'map_id': '346-m3', 'map': 'Ascent', 'status': 'completed', 'winner': 'B', 'score_a': 4, 'score_b': 13, 'n_rounds': 17, 'has_replay': True}]",3
76,vct-2026-emea-stage-2,VCT 2026: EMEA Stage 2,VCT 26: EMEA S2,vct,EMEA,ongoing,"Jul 15 - Aug 31, 2026",2026-08-31,351,2026-07-16T15:00:00+00:00,2026-07-16,completed,Bo3,Group Stage,2.0,0.0,104,FNATIC,FNC,105,GIANTX,GX,True,True,"[{'map_id': '351-m1', 'map': 'Ascent', 'status': 'completed', 'winner': 'A', 'score_a': 15, 'score_b': 13, 'n_rounds': 28, 'has_replay': True}, {'map_id': '351-m2', 'map': 'Sunset', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 9, 'n_rounds': 22, 'has_replay': True}, {'map_id': '351-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
104,vct-2026-china-stage-2,VCT 2026: China Stage 2,VCT 26: CN S2,vct,China,ongoing,"Jul 9 - Aug 31, 2026",2026-08-31,372,2026-07-16T12:00:00+00:00,2026-07-16,completed,Bo3,Group Stage,2.0,0.0,3,Xi Lai Gaming,XLG,112,Dragon Ranger Gaming,DRG,True,False,"[{'map_id': '372-m1', 'map': 'Lotus', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 7, 'n_rounds': 20, 'has_replay': True}, {'map_id': '372-m2', 'map': 'Haven', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 9, 'n_rounds': 22, 'has_replay': True}, {'map_id': '372-tbd-pad-3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': None}]",3
85,vct-2026-pacific-stage-2,VCT 2026: Pacific Stage 2,VCT 26: PAC S2,vct,Pacific,ongoing,"Jul 16 - Sep 6, 2026",2026-09-06,276,2026-07-16T11:00:00+00:00,2026-07-16,completed,Bo3,Group Stage,1.0,2.0,89,Team Secret,TS,90,VARREL,VL,True,True,"[{'map_id': '276-m1', 'map': 'Split', 'status': 'completed', 'winner': 'B', 'score_a': 6, 'score_b': 13, 'n_rounds': 19, 'has_replay': True}, {'map_id': '276-m2', 'map': 'Haven', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 9, 'n_rounds': 22, 'has_replay': True}, {'map_id': '276-m3', 'map': 'Summit', 'status': 'completed', 'winner': 'B', 'score_a': 11, 'score_b': 13, 'n_rounds': 24, 'has_replay': True}]",3
104,vct-2026-china-stage-2,VCT 2026: China Stage 2,VCT 26: CN S2,vct,China,ongoing,"Jul 9 - Aug 31, 2026",2026-08-31,370,2026-07-16T09:00:00+00:00,2026-07-16,completed,Bo3,Group Stage,1.0,2.0,21,All Gamers,AG,116,Bilibili Gaming,BLG,True,True,"[{'map_id': '370-m1', 'map': 'Summit', 'status': 'completed', 'winner': 'B', 'score_a': 9, 'score_b': 13, 'n_rounds': 22, 'has_replay': True}, {'map_id': '370-m2', 'map': 'Haven', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 10, 'n_rounds': 23, 'has_replay': True}, {'map_id': '370-m3', 'map': 'Sunset', 'status': 'completed', 'winner': 'B', 'score_a': 9, 'score_b': 13, 'n_rounds': 22, 'has_replay': True}]",3
85,vct-2026-pacific-stage-2,VCT 2026: Pacific Stage 2,VCT 26: PAC S2,vct,Pacific,ongoing,"Jul 16 - Sep 6, 2026",2026-09-06,275,2026-07-16T08:00:00+00:00,2026-07-16,completed,Bo3,Group Stage,2.0,0.0,87,Gen.G,GENG,88,ZETA DIVISION,ZETA,True,True,"[{'map_id': '275-m1', 'map': 'Ascent', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 7, 'n_rounds': 20, 'has_replay': True}, {'map_id': '275-m2', 'map': 'Sunset', 'status': 'completed', 'winner': 'A', 'score_a': 16, 'score_b': 14, 'n_rounds': 30, 'has_replay': True}, {'map_id': '275-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
7,challengers-2026-brazil-gamers-club-stage-2,Challengers 2026: Brazil Gamers Club Stage 2,VCL BR 26: S2,vcl,Americas,completed,"May 6 - Jul 13, 2026",2026-07-13,499,2026-07-15T23:00:00+00:00,2026-07-15,completed,Bo3,Relegation,0.0,2.0,24,TRIBE,TRI,28,TEAM EGO,EGO,True,True,"[{'map_id': 'map-57840807', 'map': 'Split', 'status': 'completed', 'winner': 'B', 'score_a': 5, 'score_b': 13, 'n_rounds': 18, 'has_replay': True}, {'map_id': 'map-403fa479', 'map': 'Pearl', 'status': 'completed', 'winner': 'B', 'score_a': 9, 'score_b': 13, 'n_rounds': 22, 'has_replay': True}, {'map_id': '499-tbd-pad-3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': None}]",3
7,challengers-2026-brazil-gamers-club-stage-2,Challengers 2026: Brazil Gamers Club Stage 2,VCL BR 26: S2,vcl,Americas,completed,"May 6 - Jul 13, 2026",2026-07-13,498,2026-07-15T20:00:00+00:00,2026-07-15,completed,Bo3,Relegation,0.0,2.0,14,Team Liquid Brazil,TLV,25,PEEK,PEEK,True,False,"[{'map_id': 'map-95a8e11d', 'map': 'Haven', 'status': 'completed', 'winner': 'B', 'score_a': 7, 'score_b': 13, 'n_rounds': 20, 'has_replay': True}, {'map_id': 'map-c04b4fd8', 'map': 'Lotus', 'status': 'completed', 'winner': 'B', 'score_a': 5, 'score_b': 13, 'n_rounds': 18, 'has_replay': True}, {'map_id': '498-tbd-pad-3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': None}]",3
76,vct-2026-emea-stage-2,VCT 2026: EMEA Stage 2,VCT 26: EMEA S2,vct,EMEA,ongoing,"Jul 15 - Aug 31, 2026",2026-08-31,350,2026-07-15T18:00:00+00:00,2026-07-15,completed,Bo3,Group Stage,0.0,2.0,107,Team Liquid,TL,106, Eternal Fire,EF,True,True,"[{'map_id': '350-m1', 'map': 'Split', 'status': 'completed', 'winner': 'B', 'score_a': 6, 'score_b': 13, 'n_rounds': 19, 'has_replay': True}, {'map_id': '350-m2', 'map': 'Lotus', 'status': 'completed', 'winner': 'B', 'score_a': 2, 'score_b': 13, 'n_rounds': 15, 'has_replay': True}, {'map_id': '350-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
76,vct-2026-emea-stage-2,VCT 2026: EMEA Stage 2,VCT 26: EMEA S2,vct,EMEA,ongoing,"Jul 15 - Aug 31, 2026",2026-08-31,345,2026-07-15T15:00:00+00:00,2026-07-15,completed,Bo3,Group Stage,0.0,2.0,101,FUT Esports,FUT,102,Natus Vincere,NAVI,True,True,"[{'map_id': '345-m1', 'map': 'Split', 'status': 'completed', 'winner': 'B', 'score_a': 6, 'score_b': 13, 'n_rounds': 19, 'has_replay': True}, {'map_id': '345-m2', 'map': 'Ascent', 'status': 'completed', 'winner': 'B', 'score_a': 9, 'score_b': 13, 'n_rounds': 22, 'has_replay': True}, {'map_id': '345-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
104,vct-2026-china-stage-2,VCT 2026: China Stage 2,VCT 26: CN S2,vct,China,ongoing,"Jul 9 - Aug 31, 2026",2026-08-31,369,2026-07-15T12:00:00+00:00,2026-07-15,completed,Bo3,Group Stage,1.0,2.0,22,EDward Gaming,EDG,113,TYLOO,TYL,True,True,"[{'map_id': '369-m1', 'map': 'Sunset', 'status': 'completed', 'winner': 'B', 'score_a': 8, 'score_b': 13, 'n_rounds': 21, 'has_replay': True}, {'map_id': '369-m2', 'map': 'Breeze', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 7, 'n_rounds': 20, 'has_replay': True}, {'map_id': '369-m3', 'map': 'Lotus', 'status': 'completed', 'winner': 'B', 'score_a': 3, 'score_b': 13, 'n_rounds': 16, 'has_replay': True}]",3
104,vct-2026-china-stage-2,VCT 2026: China Stage 2,VCT 26: CN S2,vct,China,ongoing,"Jul 9 - Aug 31, 2026",2026-08-31,367,2026-07-15T09:00:00+00:00,2026-07-15,completed,Bo3,Group Stage,0.0,2.0,115,JD Gaming,JDG,108,FunPlus Phoenix,FPX,True,True,"[{'map_id': '367-m1', 'map': 'Breeze', 'status': 'completed', 'winner': 'B', 'score_a': 8, 'score_b': 13, 'n_rounds': 21, 'has_replay': True}, {'map_id': '367-m2', 'map': 'Ascent', 'status': 'completed', 'winner': 'B', 'score_a': 9, 'score_b': 13, 'n_rounds': 22, 'has_replay': True}, {'map_id': '367-tbd-pad-3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': None}]",3
140,challengers-2026-korea-wdg-split-2,Challengers 2026: Korea WDG Split 2,VCL 26: KR WDG S2,vcl,Pacific,completed,"Jul 8 - Jul 15, 2026",2026-07-15,456,2026-07-15T08:00:00+00:00,2026-07-15,upcoming,Bo5,Playoffs,0.0,0.0,134,ARETE,ART,133,ONSIDE GAMING,ONG,True,False,"[{'map_id': '456-tbd-pad-1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': None}, {'map_id': '456-tbd-pad-2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': None}, {'map_id': '456-tbd-pad-3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': None}, {'map_id': '456-tbd-pad-4', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': None}, {'map_id': '456-tbd-pad-5', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': None}]",5
7,challengers-2026-brazil-gamers-club-stage-2,Challengers 2026: Brazil Gamers Club Stage 2,VCL BR 26: S2,vcl,Americas,completed,"May 6 - Jul 13, 2026",2026-07-13,449,2026-07-14T23:00:00+00:00,2026-07-14,completed,Bo3,Relegation,2.0,1.0,28,TEAM EGO,EGO,25,PEEK,PEEK,True,False,"[{'map_id': 'map-3665430e', 'map': 'Ascent', 'status': 'completed', 'winner': 'B', 'score_a': 11, 'score_b': 13, 'n_rounds': 24, 'has_replay': True}, {'map_id': 'map-3d23a45c', 'map': 'Pearl', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 11, 'n_rounds': 24, 'has_replay': True}, {'map_id': 'map-060ae61c', 'map': 'Lotus', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 11, 'n_rounds': 24, 'has_replay': True}]",3
7,challengers-2026-brazil-gamers-club-stage-2,Challengers 2026: Brazil Gamers Club Stage 2,VCL BR 26: S2,vcl,Americas,completed,"May 6 - Jul 13, 2026",2026-07-13,448,2026-07-14T20:00:00+00:00,2026-07-14,completed,Bo3,Relegation,2.0,1.0,24,TRIBE,TRI,14,Team Liquid Brazil,TLV,True,True,"[{'map_id': 'map-dbe5655c', 'map': 'Lotus', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 9, 'n_rounds': 22, 'has_replay': True}, {'map_id': 'map-3d895654', 'map': 'Breeze', 'status': 'completed', 'winner': 'B', 'score_a': 16, 'score_b': 18, 'n_rounds': 34, 'has_replay': True}, {'map_id': 'map-248a8147', 'map': 'Split', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 8, 'n_rounds': 21, 'has_replay': True}]",3
104,vct-2026-china-stage-2,VCT 2026: China Stage 2,VCT 26: CN S2,vct,China,ongoing,"Jul 9 - Aug 31, 2026",2026-08-31,368,2026-07-14T12:00:00+00:00,2026-07-14,completed,Bo3,Group Stage,1.0,2.0,3,Xi Lai Gaming,XLG,111,Titan Esports Club ,TEC,True,True,"[{'map_id': '368-m1', 'map': 'Summit', 'status': 'completed', 'winner': 'B', 'score_a': 12, 'score_b': 14, 'n_rounds': 26, 'has_replay': True}, {'map_id': '368-m2', 'map': 'Ascent', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 7, 'n_rounds': 20, 'has_replay': True}, {'map_id': '368-m3', 'map': 'Breeze', 'status': 'completed', 'winner': 'B', 'score_a': 10, 'score_b': 13, 'n_rounds': 23, 'has_replay': True}]",3
104,vct-2026-china-stage-2,VCT 2026: China Stage 2,VCT 26: CN S2,vct,China,ongoing,"Jul 9 - Aug 31, 2026",2026-08-31,366,2026-07-14T09:00:00+00:00,2026-07-14,completed,Bo3,Group Stage,0.0,2.0,110,Wolves Esports,WOL,21,All Gamers,AG,True,True,"[{'map_id': '366-m1', 'map': 'Lotus', 'status': 'completed', 'winner': 'B', 'score_a': 11, 'score_b': 13, 'n_rounds': 24, 'has_replay': True}, {'map_id': '366-m2', 'map': 'Ascent', 'status': 'completed', 'winner': 'B', 'score_a': 4, 'score_b': 13, 'n_rounds': 17, 'has_replay': True}, {'map_id': '366-tbd-pad-3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': None}]",3
136,game-changers-2026-north-america-stage-2,Game Changers 2026: North America Stage 2,GC 26: NA S2,game-changers,Americas,ongoing,"Jul 14 - Sep 17, 2026",2026-09-17,444,2026-07-13T23:30:00+00:00,2026-07-13,completed,Bo3,Swiss Stage,2.0,0.0,131,MVSK Secret,MVSK,125,HIMMERS,HIM,True,False,"[{'map_id': 'map-7b6c5c2b', 'map': 'Lotus', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 11, 'n_rounds': 24, 'has_replay': True}, {'map_id': 'map-896a9333', 'map': 'Ascent', 'status': 'completed', 'winner': 'A', 'score_a': 15, 'score_b': 13, 'n_rounds': 28, 'has_replay': True}, {'map_id': '444-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
136,game-changers-2026-north-america-stage-2,Game Changers 2026: North America Stage 2,GC 26: NA S2,game-changers,Americas,ongoing,"Jul 14 - Sep 17, 2026",2026-09-17,445,2026-07-13T23:30:00+00:00,2026-07-13,completed,Bo3,Swiss Stage,2.0,0.0,126,SwimTrek Blue,SWIM,132,Eternal Focus Amethyst,EFA,True,False,"[{'map_id': 'map-28b5cdcd', 'map': 'Haven', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 5, 'n_rounds': 18, 'has_replay': True}, {'map_id': 'map-5a2d1251', 'map': 'Fracture', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 4, 'n_rounds': 17, 'has_replay': True}, {'map_id': '445-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
136,game-changers-2026-north-america-stage-2,Game Changers 2026: North America Stage 2,GC 26: NA S2,game-changers,Americas,ongoing,"Jul 14 - Sep 17, 2026",2026-09-17,446,2026-07-13T23:30:00+00:00,2026-07-13,completed,Bo3,Swiss Stage,1.0,2.0,127,:3,MEOW,128,SaD GC,SAD,True,False,"[{'map_id': 'map-69647453', 'map': 'Breeze', 'status': 'completed', 'winner': 'B', 'score_a': 13, 'score_b': 15, 'n_rounds': 28, 'has_replay': True}, {'map_id': 'map-01197fef', 'map': 'Haven', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 10, 'n_rounds': 23, 'has_replay': True}, {'map_id': 'map-37bf9787', 'map': 'Split', 'status': 'completed', 'winner': 'B', 'score_a': 17, 'score_b': 19, 'n_rounds': 36, 'has_replay': True}]",3
136,game-changers-2026-north-america-stage-2,Game Changers 2026: North America Stage 2,GC 26: NA S2,game-changers,Americas,ongoing,"Jul 14 - Sep 17, 2026",2026-09-17,447,2026-07-13T23:30:00+00:00,2026-07-13,completed,Bo3,Swiss Stage,2.0,0.0,129,Axolotl,AXO,130,Los Chudeles,CHUD,True,False,"[{'map_id': 'map-f5a5a978', 'map': 'Breeze', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 3, 'n_rounds': 16, 'has_replay': True}, {'map_id': 'map-f4efc62c', 'map': 'Lotus', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 4, 'n_rounds': 17, 'has_replay': True}, {'map_id': '447-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
136,game-changers-2026-north-america-stage-2,Game Changers 2026: North America Stage 2,GC 26: NA S2,game-changers,Americas,ongoing,"Jul 14 - Sep 17, 2026",2026-09-17,440,2026-07-13T21:00:00+00:00,2026-07-13,completed,Bo3,Swiss Stage,2.0,0.0,123,Cloud9 GC,C9,124,ROSO GC,ROSO,True,False,"[{'map_id': 'map-c3e4c9cc', 'map': 'Lotus', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 8, 'n_rounds': 21, 'has_replay': True}, {'map_id': 'map-c980ebd3', 'map': 'Pearl', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 2, 'n_rounds': 15, 'has_replay': True}, {'map_id': '440-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
136,game-changers-2026-north-america-stage-2,Game Changers 2026: North America Stage 2,GC 26: NA S2,game-changers,Americas,ongoing,"Jul 14 - Sep 17, 2026",2026-09-17,441,2026-07-13T21:00:00+00:00,2026-07-13,completed,Bo3,Swiss Stage,2.0,1.0,119,SEN Otters,SOTR,122,The Spiders,SPID,True,False,"[{'map_id': 'map-70f80a8f', 'map': 'Breeze', 'status': 'completed', 'winner': 'B', 'score_a': 11, 'score_b': 13, 'n_rounds': 24, 'has_replay': True}, {'map_id': 'map-4d5085b0', 'map': 'Split', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 6, 'n_rounds': 19, 'has_replay': True}, {'map_id': 'map-81ce980c', 'map': 'Haven', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 10, 'n_rounds': 23, 'has_replay': True}]",3
136,game-changers-2026-north-america-stage-2,Game Changers 2026: North America Stage 2,GC 26: NA S2,game-changers,Americas,ongoing,"Jul 14 - Sep 17, 2026",2026-09-17,442,2026-07-13T21:00:00+00:00,2026-07-13,completed,Bo3,Swiss Stage,2.0,0.0,120,FlyQuest RED,FLY,121,ORA Temper,ORA,True,False,"[{'map_id': 'map-abed4fd2', 'map': 'Haven', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 2, 'n_rounds': 15, 'has_replay': True}, {'map_id': 'map-af8cbc87', 'map': 'Split', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 4, 'n_rounds': 17, 'has_replay': True}, {'map_id': '442-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
136,game-changers-2026-north-america-stage-2,Game Changers 2026: North America Stage 2,GC 26: NA S2,game-changers,Americas,ongoing,"Jul 14 - Sep 17, 2026",2026-09-17,443,2026-07-13T21:00:00+00:00,2026-07-13,completed,Bo3,Swiss Stage,2.0,0.0,117,Shopify Rebellion Gold,SRG,118,Revitalize GC,REV,True,False,"[{'map_id': 'map-ddfba7ef', 'map': 'Lotus', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 1, 'n_rounds': 14, 'has_replay': True}, {'map_id': 'map-b01f4acf', 'map': 'Haven', 'status': 'completed', 'winner': 'A', 'score_a': 13, 'score_b': 10, 'n_rounds': 23, 'has_replay': True}, {'map_id': '443-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
